id,label
1,0.1302362084388733
2,0.09223679453134537
3,0.12600000202655792
4,0.19738824665546417
5,0.40144479274749756
6,0.21179738640785217
7,0.29058074951171875
8,0.40623122453689575
9,0.1506149023771286
10,0.20182722806930542
11,0.22671325504779816
12,0.17390644550323486
13,0.2774308919906616
14,0.3020939826965332
15,0.43566203117370605
16,0.447274386882782
17,0.31898051500320435
18,0.1875903308391571
19,0.43697693943977356
20,0.3874990940093994
21,0.31154513359069824
22,0.3497902750968933
23,0.17087578773498535
24,0.17385490238666534
25,0.39502835273742676
26,0.3841211497783661
27,0.060613710433244705
28,0.17774398624897003
29,0.39273038506507874
30,0.3820737600326538
31,0.4316810369491577
32,0.39351409673690796
33,0.2215251475572586
34,0.39035937190055847
35,0.12630526721477509
36,0.4203636944293976
37,0.311863511800766
38,0.44812363386154175
39,0.3526686728000641
40,0.07656818628311157
41,0.19792908430099487
42,0.10236834734678268
43,0.25436267256736755
44,0.42120710015296936
45,0.3621171712875366
46,0.3792915344238281
47,0.4171797037124634
48,0.4177084267139435
49,0.4147241413593292
50,0.3414228558540344
51,0.16294947266578674
52,0.20009483397006989
53,0.11147940903902054
54,0.3392758071422577
55,0.31391188502311707
56,0.34464260935783386
57,0.290446937084198
58,0.299593061208725
59,0.2937265932559967
60,0.2715344727039337
61,0.3489351272583008
62,0.3794947862625122
63,0.4694582223892212
64,0.2719208598136902
65,0.08442442864179611
66,0.3622379004955292
67,0.19952072203159332
68,0.3368758261203766
69,0.29331883788108826
70,0.41251474618911743
71,0.12154656648635864
72,0.17540675401687622
73,0.16725055873394012
74,0.4094291627407074
75,0.35818883776664734
76,0.29162999987602234
77,0.19889584183692932
78,0.2939048111438751
79,0.1496974229812622
80,0.33200523257255554
81,0.42135608196258545
82,0.42804044485092163
83,0.2980007231235504
84,0.21784411370754242
85,0.41920462250709534
86,0.3002931475639343
87,0.12863026559352875
88,0.43074938654899597
89,0.2869332432746887
90,0.3578172028064728
91,0.11532802134752274
92,0.04050025716423988
93,0.434054434299469
94,0.3871370553970337
95,0.32296082377433777
96,0.27333101630210876
97,0.43631309270858765
98,0.40699195861816406
99,0.2691384255886078
100,0.3207681179046631
101,0.32247212529182434
102,0.24379053711891174
103,0.31311556696891785
104,0.1802954226732254
105,0.42133575677871704
106,0.3784714639186859
107,0.11900140345096588
108,0.3384625017642975
109,0.22287583351135254
110,0.2779058516025543
111,0.36715689301490784
112,0.32660195231437683
113,0.37235027551651
114,0.41858813166618347
115,0.26811015605926514
116,0.1369093507528305
117,0.2780956029891968
118,0.22544115781784058
119,0.13229389488697052
120,0.3652399778366089
121,0.32272210717201233
122,0.23416335880756378
123,0.19339601695537567
124,0.29591798782348633
125,0.27586495876312256
126,0.4137256145477295
127,0.48900774121284485
128,0.27052411437034607
129,0.4141360819339752
130,0.35493969917297363
131,0.3019859790802002
132,0.23549482226371765
133,0.2199420928955078
134,0.4464721083641052
135,0.3571527898311615
136,0.222163587808609
137,0.228977769613266
138,0.4283752739429474
139,0.21140001714229584
140,0.22558701038360596
141,0.4661969840526581
142,0.17242740094661713
143,0.07314710319042206
144,0.2162485420703888
145,0.2651516795158386
146,0.38885703682899475
147,0.17706166207790375
148,0.1777525693178177
149,0.29362252354621887
150,0.3425993025302887
151,0.36013033986091614
152,0.16548703610897064
153,0.40213513374328613
154,0.36215707659721375
155,0.21695570647716522
156,0.3865012526512146
157,0.3687261641025543
158,0.32214996218681335
159,0.43582409620285034
160,0.16568976640701294
161,0.21058914065361023
162,0.1301475465297699
163,0.325217604637146
164,0.3123107850551605
165,0.103522889316082
166,0.35460788011550903
167,0.44573792815208435
168,0.4250909388065338
169,0.28906315565109253
170,0.3300045132637024
171,0.23006358742713928
172,0.22153449058532715
173,0.14623604714870453
174,0.10447553545236588
175,0.24085265398025513
176,0.3173755705356598
177,0.049495480954647064
178,0.32131412625312805
179,0.39596280455589294
180,0.26798537373542786
181,0.3433668315410614
182,0.22428438067436218
183,0.20601505041122437
184,0.4478757977485657
185,0.4035089910030365
186,0.38271859288215637
187,0.3146916329860687
188,0.339212030172348
189,0.45510655641555786
190,0.11844223737716675
191,0.3998740017414093
192,0.2477002888917923
193,0.23450851440429688
194,0.368574321269989
195,0.27850157022476196
196,0.39418694376945496
197,0.28788119554519653
198,0.3034633696079254
199,0.436723530292511
200,0.39591214060783386
201,0.37070098519325256
202,0.15631581842899323
203,0.22539962828159332
204,0.3393155038356781
205,0.30148807168006897
206,0.04604920372366905
207,0.40761610865592957
208,0.21541669964790344
209,0.36533161997795105
210,0.42438071966171265
211,0.32254913449287415
212,0.22230488061904907
213,0.295615017414093
214,0.31700828671455383
215,0.21801349520683289
216,0.16305407881736755
217,0.31298455595970154
218,0.03801557421684265
219,0.278893381357193
220,0.3700035512447357
221,0.27030009031295776
222,0.29719650745391846
223,0.1989324986934662
224,0.2133018523454666
225,0.41695261001586914
226,0.2777741849422455
227,0.22479692101478577
228,0.08275643736124039
229,0.36717480421066284
230,0.4464157521724701
231,0.3384711444377899
232,0.21626996994018555
233,0.18867433071136475
234,0.13320638239383698
235,0.3248642385005951
236,0.43332311511039734
237,0.3729569911956787
238,0.28597167134284973
239,0.40082746744155884
240,0.34699124097824097
241,0.36586740612983704
242,0.41802990436553955
243,0.3055563271045685
244,0.2119578868150711
245,0.4158632457256317
246,0.31879931688308716
247,0.43470245599746704
248,0.12311618775129318
249,0.4703137278556824
250,0.3101259171962738
251,0.3759098947048187
252,0.09307430684566498
253,0.19528762996196747
254,0.42665746808052063
255,0.39249202609062195
256,0.19699114561080933
257,0.31349268555641174
258,0.19077691435813904
259,0.19094541668891907
260,0.33622294664382935
261,0.3193189203739166
262,0.36113059520721436
263,0.4653547704219818
